wall_time_iso,monotonic_s,t_elapsed_s,mode,distance_cm,distance_m,signal_quality,covariance,min_cm,max_cm
2026-04-23T12:13:55.685895,465565.651331,0.000004,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.705047,465565.671549,0.020222,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.724964,465565.691487,0.040160,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.745041,465565.711509,0.060182,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.765121,465565.731511,0.080184,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.785224,465565.751520,0.100194,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.805127,465565.771429,0.120102,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.825067,465565.791424,0.140098,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.845229,465565.811537,0.160210,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.865053,465565.831413,0.180087,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.884999,465565.851510,0.200184,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.905037,465565.871490,0.220163,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.925269,465565.891524,0.240198,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.945125,465565.911499,0.260173,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.965159,465565.931541,0.280214,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.985077,465565.951505,0.300178,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:55.005127,465565.971505,0.320179,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.025089,465565.991503,0.340176,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.045017,465566.011518,0.360192,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.065026,465566.031511,0.380184,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.085118,465566.051518,0.400191,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.105034,465566.071434,0.420107,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.124995,465566.091425,0.440098,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.144943,465566.111416,0.460089,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.165045,465566.131422,0.480095,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.184984,465566.151450,0.500124,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.205074,465566.171509,0.520182,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.225172,465566.191537,0.540210,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.245228,465566.211518,0.560192,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.265242,465566.231531,0.580205,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.285121,465566.251504,0.600177,constant,50,0.5000,100,1,5,4000
2026-04-23T12:13:56.305107,465566.271510,0.620184,constant,50,0.5000,100,1,5,4000
